,Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Negotiable,Price
4207,Caprice,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2009,6.0,135000,False,32000
4209,Charger,Al-Medina,Dodge,Automatic,Saudi,Full,2012,6.4,167000,False,85000
4210,The 4,Riyadh,BMW,Automatic,Saudi,Semi Full,2015,2.0,88335,False,126500
4211,Taurus,Makkah,Ford,Automatic,Saudi,Semi Full,2016,3.5,175000,False,56008
4213,ES,Riyadh,Lexus,Automatic,Gulf Arabic,Standard,2019,3.5,39000,False,150000
4214,Prado,Al-Medina,Toyota,Automatic,Saudi,Full,2016,4.0,174000,False,120000
4216,Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.5,195000,False,31000
4218,Sierra,Dammam,GMC,Automatic,Saudi,Standard,2012,5.3,329000,False,40000
4219,Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,2.4,61184,False,54000
4220,ES,Jeddah,Lexus,Automatic,Saudi,Full,2011,3.5,282000,False,53000
4221,Camaro,Riyadh,Chevrolet,Automatic,Other,Full,2016,3.6,118993,False,107000
4222,Patrol,Riyadh,Nissan,Automatic,Saudi,Semi Full,2017,5.7,93000,False,145000
4223,X-Trail,Riyadh,Nissan,Automatic,Saudi,Standard,2018,2.5,30000,False,68000
4226,Camry,Dammam,Toyota,Automatic,Gulf Arabic,Full,2014,2.0,120000,False,45000
4227,Expedition,Jeddah,Ford,Automatic,Saudi,Standard,2018,3.5,55000,False,143000
4228,ZS,Riyadh,MG,Automatic,Saudi,Full,2020,1.5,33000,False,55000
4229,Senta fe,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2014,3.0,11111,False,49000
4231,Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,93049,False,29500
4233,Datsun,Dammam,Nissan,Manual,Saudi,Full,2015,2.4,205000,False,30000
4234,Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2019,2.5,88000,False,70000
4236,Elantra,Aseer,Hyundai,Automatic,Saudi,Semi Full,2013,2.0,300000,False,20000
4239,G70,Riyadh,Genesis,Automatic,Saudi,Semi Full,2019,2.0,11000,False,109000
4240,CT4,Jeddah,Cadillac,Automatic,Gulf Arabic,Semi Full,2020,3.7,100,False,159000
4241,Yaris,Dammam,Toyota,Automatic,Saudi,Standard,2016,1.5,180000,False,28500
4246,X,Dammam,BMW,Automatic,Gulf Arabic,Semi Full,2020,2.0,22000,False,130000
4249,Sportage,Riyadh,Kia,Automatic,Missing,Standard,2015,2.4,147000,False,38000
4250,Sentra,Aseer,Nissan,Automatic,Saudi,Semi Full,2020,1.6,7000,False,55000
4251,Explorer,Dammam,Ford,Automatic,Saudi,Standard,2014,3.5,150000,False,50000
4253,Camry,Riyadh,Toyota,Automatic,Saudi,Full,2004,3.5,322000,False,23000
4255,Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Standard,2016,5.3,139000,False,110000
4256,Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2018,3.5,81165,False,74000
4258,Elantra,Dammam,Hyundai,Automatic,Saudi,Standard,2016,1.6,141000,False,36000
4260,Sunny,Jeddah,Nissan,Automatic,Saudi,Standard,2018,1.5,106000,False,24500
4261,Sonata,Riyadh,Hyundai,Automatic,Saudi,Full,2016,2.4,136000,False,42500
4264,Accord,Riyadh,Honda,Automatic,Gulf Arabic,Standard,2015,2.4,221000,False,48000
4265,Rio,Dammam,Kia,Automatic,Saudi,Standard,2019,1.4,65000,False,35000
4266,Camry,Dammam,Toyota,Automatic,Saudi,Standard,2015,2.5,179622,False,48000
4267,Patrol,Al-Medina,Nissan,Automatic,Saudi,Full,2015,4.0,77000,False,166000
4269,Range Rover,Dammam,Land Rover,Automatic,Saudi,Full,2015,2.0,113000,False,100000
4271,Expedition,Riyadh,Ford,Automatic,Saudi,Standard,2012,5.4,195000,False,45000
4274,Azera,Riyadh,Hyundai,Automatic,Saudi,Standard,2021,3.5,9000,False,122000
4276,Armada,Riyadh,Nissan,Automatic,Saudi,Standard,2007,5.6,240000,False,30000
4278,Carnival,Riyadh,Kia,Automatic,Saudi,Standard,2015,3.3,89000,False,38000
4279,Altima,Qassim,Nissan,Automatic,Gulf Arabic,Semi Full,2018,2.5,78592,False,64000
4283,Mustang,Dammam,Ford,Automatic,Other,Full,2016,2.3,84000,False,99000
4285,CX9,Dammam,Mazda,Automatic,Other,Full,2017,3.0,93000,False,111000
4286,Furniture,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2016,2.7,211000,False,69000
4288,Sierra,Jeddah,GMC,Automatic,Saudi,Full,2016,5.3,161,False,80000
4289,Challenger,Riyadh,Dodge,Automatic,Saudi,Full,2014,5.7,155000,False,68000
4292,CX9,Jeddah,Mazda,Automatic,Saudi,Full,2019,2.5,33501,False,127000
4293,Sportage,Aseer,Kia,Automatic,Other,Standard,2014,1.2,150000,False,33000
4296,Impala,Taef,Chevrolet,Automatic,Saudi,Semi Full,2018,3.6,35000,False,85000
4297,Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2018,2.0,82000,False,77000
4298,S,Riyadh,Mercedes,Automatic,Other,Semi Full,2006,4.3,235115,False,15000
4299,Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2016,5.3,55106,False,150000
4300,Pajero,Jeddah,Mitsubishi,Automatic,Saudi,Full,2017,3.5,54000,False,73000
4301,Expedition,Dammam,Ford,Automatic,Saudi,Semi Full,2008,5.4,346000,False,27000
4302,FJ,Riyadh,Toyota,Automatic,Other,Full,2014,4.0,149000,False,75000
4304,Accord,Qassim,Honda,Automatic,Gulf Arabic,Standard,2016,2.4,130000,False,61000
4307,Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2019,2.0,85828,False,80500
4308,X7,Riyadh,Geely,Automatic,Saudi,Full,2019,2.4,32000,False,59500
4309,Impala,Jeddah,Chevrolet,Automatic,Saudi,Full,2015,3.5,200007,False,45000
4315,Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2015,5.3,101060,False,125000
4317,CLS,Jeddah,Mercedes,Automatic,Saudi,Full,2014,3.5,130,False,100000
4319,Wrangler,Riyadh,Jeep,Automatic,Saudi,Semi Full,2019,3.6,26000,False,148000
4320,Suburban,Riyadh,Chevrolet,Automatic,Other,Full,2017,5.3,153000,False,162000
4321,Megane,Jeddah,Renault,Automatic,Gulf Arabic,Standard,2020,1.6,6400,False,42000
4322,Senta fe,Dammam,Hyundai,Automatic,Gulf Arabic,Semi Full,2015,1.6,158000,False,54000
4323,Patrol,Jazan,Nissan,Automatic,Saudi,Semi Full,2014,5.6,190000,False,105000
4327,CX5,Riyadh,Mazda,Automatic,Gulf Arabic,Standard,2020,2.5,4000,False,83500
4329,Eado,Riyadh,Changan,Automatic,Saudi,Semi Full,2020,1.6,64695,False,42000
4331,Elantra,Jeddah,Hyundai,Automatic,Saudi,Standard,2017,2.0,137000,False,39000
4332,Sierra,Riyadh,GMC,Automatic,Other,Semi Full,2011,5.3,258000,False,50000
4333,Edge,Makkah,Ford,Automatic,Saudi,Full,2013,3.5,317125,False,32000
4335,FJ,Riyadh,Toyota,Automatic,Saudi,Full,2013,1.0,296000,False,79000
4336,E,Dammam,Mercedes,Automatic,Saudi,Full,2014,4.0,161000,False,95000
4340,Hilux,Sakaka,Toyota,Manual,Saudi,Full,2012,2.5,335200,False,50000
4341,Senta fe,Makkah,Hyundai,Automatic,Saudi,Semi Full,2017,3.3,147,False,65000
4343,Challenger,Jeddah,Dodge,Automatic,Saudi,Full,2013,6.4,249000,False,70000
4346,Sonata,Riyadh,Hyundai,Automatic,Gulf Arabic,Semi Full,2019,2.4,28000,False,68000
4347,Navara,Jeddah,Nissan,Automatic,Saudi,Full,2015,2.5,129000,False,40000
4348,Sonata,Jeddah,Hyundai,Automatic,Saudi,Standard,2017,2.4,139000,False,43000
4350,X,Jeddah,BMW,Automatic,Saudi,Semi Full,2010,3.0,200,False,61000
4351,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.4,102650,False,37500
4352,Prado,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2019,4.0,82000,False,149000
4353,Power,Al-Medina,Great Wall,Automatic,Saudi,Full,2021,2.0,4000,False,95000
4357,B50,Jeddah,FAW,Automatic,Saudi,Full,2016,1.4,89000,False,25000
4358,Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.6,116842,False,48500
4360,6,Al-Ahsa,Mazda,Automatic,Saudi,Standard,2018,2.5,188000,False,59000
4361,Taurus,Dammam,Ford,Automatic,Other,Semi Full,2015,3.5,103000,False,78000
4362,Tahoe,Abha,Chevrolet,Automatic,Saudi,Standard,2016,5.3,217000,False,87000
4365,Acadia,Jeddah,GMC,Automatic,Saudi,Full,2008,3.6,229000,False,19000
4366,Camry,Abha,Toyota,Automatic,Saudi,Standard,2009,1.6,300000,False,24000
4368,Accent,Al-Ahsa,Hyundai,Automatic,Saudi,Standard,2020,1.4,2600,False,45000
4369,Durango,Jeddah,Dodge,Automatic,Saudi,Standard,2013,3.6,115458,False,50000
4371,CS75,Al-Ahsa,Changan,Automatic,Saudi,Full,2020,1.8,46000,False,62000
4373,Tahoe,Al-Ahsa,Chevrolet,Automatic,Saudi,Standard,2016,5.2,144000,False,112000
4374,Echo Sport,Dammam,Ford,Automatic,Gulf Arabic,Standard,2020,1.5,2819,False,59000
4375,Suburban,Al-Baha,Chevrolet,Automatic,Saudi,Full,2015,5.3,70000,False,160000
4376,Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2018,1.6,40000,False,42000
4379,Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2016,5.3,123496,False,130000
4380,Mustang,Jeddah,Ford,Manual,Saudi,Full,2007,2.3,300000,False,28000
4382,Sportage,Riyadh,Kia,Automatic,Saudi,Semi Full,2016,2.0,163000,False,43000
4383,Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2010,5.3,352000,False,42000
4385,Taurus,Riyadh,Ford,Automatic,Saudi,Semi Full,2015,3.6,203000,False,55000
4386,Grand Cherokee,Riyadh,Jeep,Automatic,Saudi,Full,2015,5.7,146000,False,95000
4387,Expedition,Riyadh,Ford,Automatic,Saudi,Standard,2016,5.4,95000,False,72000
4389,Tahoe,Al-Jouf,Chevrolet,Automatic,Saudi,Semi Full,2014,5.3,157000,False,68500
4390,Land Cruiser,Dammam,Toyota,Manual,Saudi,Standard,2013,4.6,350000,False,86000
4391,Patrol,Riyadh,Nissan,Automatic,Saudi,Standard,2015,5.7,190000,False,99000
4392,Altima,Riyadh,Nissan,Automatic,Saudi,Semi Full,2014,2.5,139337,False,36500
4393,Hilux,Dammam,Toyota,Manual,Saudi,Full,2016,2.7,28000,False,94000
4395,Taurus,Riyadh,Ford,Automatic,Other,Semi Full,2010,3.5,318000,False,23000
4397,6,Qassim,Mazda,Automatic,Other,Standard,2016,2.5,122000,False,53000
4403,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,95000,False,28000
4407,Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Standard,2019,5.3,40000,False,145000
4408,Emgrand,Qassim,Geely,Automatic,Saudi,Full,2020,2.4,37000,False,58000
4409,Taurus,Dammam,Ford,Automatic,Saudi,Standard,2018,2.0,95000,False,75000
4412,Yaris,Dammam,Toyota,Automatic,Saudi,Standard,2016,1.5,166000,False,28500
4414,3,Al-Medina,Mazda,Automatic,Saudi,Standard,2018,1.8,54000,False,54000
4415,Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.4,110900,False,57000
4419,G80,Riyadh,Genesis,Automatic,Saudi,Semi Full,2018,3.8,97000,False,98000
4422,Hilux,Riyadh,Toyota,Manual,Gulf Arabic,Semi Full,2020,2.7,49000,False,103000
4426,Colorado,Dammam,Chevrolet,Manual,Saudi,Standard,2013,1.4,196000,False,28000
4428,Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2020,2.5,44000,False,88000
4429,C300,Qassim,Chrysler,Automatic,Other,Full,2016,3.6,121000,False,72000
4430,Camry,Makkah,Toyota,Automatic,Saudi,Full,2020,2.5,1700,False,115000
4431,C,Riyadh,Mercedes,Automatic,Gulf Arabic,Full,2020,2.0,50000,False,150000
4434,Explorer,Riyadh,Ford,Automatic,Gulf Arabic,Full,2016,3.5,76677,False,111500
4435,Pajero,Riyadh,Mitsubishi,Automatic,Gulf Arabic,Full,2018,3.5,56000,False,76000
4436,F150,Qassim,Ford,Automatic,Gulf Arabic,Full,2020,5.0,2061,False,155000
4437,GLE,Aseer,Mercedes,Automatic,Saudi,Semi Full,2016,3.0,71000,False,138000
4438,CX9,Riyadh,Mazda,Automatic,Saudi,Full,2020,4.0,51000,False,130000
4439,Tahoe,Aseer,Chevrolet,Automatic,Saudi,Semi Full,2019,8.0,132346,False,140000
4440,C,Dammam,Mercedes,Automatic,Other,Full,2016,2.0,99000,False,129000
4442,Avalon,Al-Medina,Toyota,Automatic,Saudi,Full,2014,3.8,156000,False,73000
4443,Pajero,Jeddah,Mitsubishi,Automatic,Saudi,Full,2018,3.8,60000,False,85000
4445,Hilux,Dammam,Toyota,Manual,Saudi,Standard,2015,2.7,239900,False,46000
4446,Cerato,Tabouk,Kia,Automatic,Saudi,Semi Full,2014,1.6,223,False,24000
4452,Maxima,Riyadh,Nissan,Automatic,Saudi,Full,2016,3.5,155000,False,65000
4456,Rio,Jeddah,Kia,Automatic,Saudi,Standard,2019,1.4,79000,False,31000
4457,Hilux,Dammam,Toyota,Manual,Gulf Arabic,Standard,2016,2.7,182774,False,62000
4458,Land Cruiser,Riyadh,Toyota,Manual,Saudi,Full,2015,4.0,136000,False,140000
4461,Challenger,Jeddah,Dodge,Automatic,Saudi,Full,2013,5.7,173,False,38000
4464,Prado,Jeddah,Toyota,Automatic,Gulf Arabic,Standard,2018,4.0,90000,False,138000
4467,Impala,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2016,3.6,51000,False,62000
4469,Accent,Hafar Al-Batin,Hyundai,Automatic,Saudi,Semi Full,2018,1.4,51000,False,35000
4471,Rav4,Riyadh,Toyota,Automatic,Saudi,Standard,2018,2.5,133578,False,77500
4473,Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,2.4,226000,False,41000
4474,Traverse,Jeddah,Chevrolet,Automatic,Saudi,Semi Full,2011,2.5,65000,False,35000
4479,Other,Riyadh,Ford,Automatic,Gulf Arabic,Semi Full,2013,3.0,318000,False,40000
4481,Senta fe,Riyadh,Hyundai,Automatic,Saudi,Standard,2016,3.3,134000,False,48000
4482,Duster,Dammam,Renault,Automatic,Saudi,Standard,2017,2.0,124000,False,27000
4483,Tucson,Jeddah,Hyundai,Automatic,Saudi,Standard,2017,1.6,17005,False,70000
4485,Taurus,Jeddah,Ford,Automatic,Saudi,Semi Full,2019,2.0,89500,False,76000
4489,Hilux,Riyadh,Toyota,Manual,Saudi,Standard,2018,2.7,16700,False,72000
4490,Prado,Khobar,Toyota,Automatic,Saudi,Semi Full,2018,4.0,74000,False,150000
4492,3,Riyadh,Mazda,Automatic,Saudi,Standard,2015,1.6,200000,False,25000
4493,Tahoe,Dammam,Chevrolet,Automatic,Saudi,Standard,2015,5.3,199000,False,97000
4496,Van,Tabouk,Ford,Automatic,Other,Semi Full,2013,3.6,186,False,45000
4497,Range Rover,Makkah,Land Rover,Automatic,Saudi,Full,2004,5.3,300000,False,22000
4498,Innova,Dammam,Toyota,Automatic,Saudi,Standard,2015,2.7,230000,False,45000
4500,Pajero,Jeddah,Mitsubishi,Automatic,Gulf Arabic,Full,2016,3.8,193000,False,58000
4501,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,1.4,65000,False,30000
4502,Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2016,5.3,131929,False,116500
4505,Cerato,Riyadh,Kia,Automatic,Other,Standard,2012,1.6,312287,False,17000
4506,Hilux,Dammam,Toyota,Manual,Saudi,Semi Full,2017,2.7,150000,False,70000
4507,C300,Dammam,Chrysler,Automatic,Other,Full,2013,5.7,178000,False,45000
4509,Hiace,Dammam,Toyota,Manual,Saudi,Standard,2016,2.4,205812,False,65000
4510,Cerato,Riyadh,Kia,Automatic,Other,Semi Full,2014,1.6,187,False,25000
4511,GX,Dammam,Lexus,Automatic,Saudi,Full,2015,4.6,170000,False,135000
4512,Silverado,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2014,5.3,213000,False,70000
4513,Yaris,Dammam,Toyota,Automatic,Saudi,Standard,2019,1.5,112000,False,39500
4514,Hilux,Dammam,Toyota,Manual,Saudi,Standard,2018,2.7,88000,False,79500
4516,Range Rover,Jeddah,Land Rover,Automatic,Saudi,Full,2009,5.0,195000,False,45000
4520,Camry,Dammam,Toyota,Automatic,Saudi,Standard,2017,2.5,135000,False,60000
4521,Elantra,Riyadh,Hyundai,Automatic,Saudi,Full,2014,2.0,290000,False,33500
4523,Marquis,Jeddah,Ford,Automatic,Saudi,Semi Full,2005,4.6,270000,False,15000
4524,Charger,Taef,Dodge,Automatic,Other,Full,2013,5.7,175,False,38000
4525,Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Standard,2019,5.3,117000,False,145000
4527,i40,Jeddah,Hyundai,Automatic,Saudi,Full,2015,2.0,48000,False,47000
4529,Patrol,Riyadh,Nissan,Automatic,Saudi,Full,2010,5.6,346000,False,70000
4530,Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Full,2016,3.5,132000,False,56000
4534,Accent,Jeddah,Hyundai,Automatic,Saudi,Standard,2019,1.4,83000,False,37000
4537,XF,Riyadh,Jaguar,Automatic,Saudi,Semi Full,2009,6.0,50000,False,35000
4538,The 4,Jeddah,BMW,Automatic,Saudi,Full,2016,2.0,110000,False,120000
4545,Furniture,Jeddah,Toyota,Automatic,Saudi,Full,2017,4.0,102000,False,116500
4551,Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2016,1.6,270000,False,33000
4552,Innova,Dammam,Toyota,Automatic,Saudi,Semi Full,2014,2.7,141000,False,55000
4553,Yukon,Riyadh,GMC,Automatic,Saudi,Full,2015,5.3,166616,False,135000
4554,H6,Dammam,HAVAL,Automatic,Saudi,Standard,2020,2.0,20000,False,57000
4555,Tucson,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2020,2.0,44000,False,64000
4556,Sierra,Riyadh,GMC,Automatic,Saudi,Full,2014,6.2,118000,False,100000
4557,Azera,Riyadh,Hyundai,Automatic,Saudi,Full,2016,3.0,91747,False,66500
4558,Range Rover,Riyadh,Land Rover,Automatic,Saudi,Full,2017,5.0,150000,False,115000
4560,Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,2.4,127000,False,43000
4565,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.4,65700,False,32000
4566,Echo Sport,Riyadh,Ford,Automatic,Gulf Arabic,Semi Full,2020,2.0,2400,False,55000
4568,Silverado,Riyadh,Chevrolet,Automatic,Gulf Arabic,Full,2017,5.3,110000,False,107000
4569,Suburban,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2013,5.3,358000,False,55000
4572,Elantra,Dammam,Hyundai,Automatic,Saudi,Standard,2019,1.6,73000,False,48500
4574,A8,Riyadh,Audi,Automatic,Other,Full,2013,4.0,100000,False,108000
4575,Caprice,Abha,Chevrolet,Automatic,Other,Standard,2013,6.0,215,False,42000
4577,Senta fe,Jazan,Hyundai,Automatic,Saudi,Semi Full,2015,3.3,122,False,45000
4578,H2,Qassim,HAVAL,Automatic,Saudi,Full,2020,1.5,15000,False,49000
4581,Grand Cherokee,Aseer,Jeep,Automatic,Saudi,Full,2020,3.6,27150,False,165000
4582,CT-S,Al-Medina,Cadillac,Automatic,Saudi,Semi Full,2013,3.8,137000,False,45000
4583,Mustang,Dammam,Ford,Automatic,Other,Full,2018,2.3,81000,False,119000
4585,B50,Yanbu,FAW,Automatic,Other,Semi Full,2016,1.8,125000,False,20000
4586,Charger,Taef,Dodge,Automatic,Saudi,Semi Full,2018,1.6,5000,False,125000
4588,Furniture,Riyadh,Toyota,Automatic,Saudi,Full,2019,4.0,113000,False,105000
4589,Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2014,2.5,220,False,46000
4590,6,Riyadh,MG,Automatic,Gulf Arabic,Full,2014,1.8,79000,False,23000
4591,Spark,Riyadh,Chevrolet,Automatic,Saudi,Standard,2017,1.4,101000,False,21000
4593,Yukon,Riyadh,GMC,Automatic,Saudi,Full,2011,5.3,350000,False,55000
4594,Taurus,Dammam,Ford,Automatic,Other,Full,2016,3.5,129000,False,74000
4595,Bus Urvan,Dammam,Nissan,Manual,Saudi,Standard,2016,2.5,106000,False,65000
4596,Previa,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2017,3.0,101000,False,65000
4597,Durango,Al-Namas,Dodge,Automatic,Saudi,Semi Full,2014,3.6,244000,False,52000
4598,Sonata,Al-Medina,Hyundai,Automatic,Saudi,Full,2018,2.4,97000,False,65000
4599,Malibu,Khobar,Chevrolet,Automatic,Saudi,Full,2015,2.4,175500,False,32000
4601,Cadenza,Riyadh,Kia,Automatic,Saudi,Standard,2018,1.0,74000,False,60000
4602,Carnival,Riyadh,Kia,Automatic,Other,Standard,2014,6.0,259066,False,40000
4604,Hilux,Riyadh,Toyota,Manual,Saudi,Semi Full,2018,2.7,75335,False,78000
4605,Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,123291,False,29500
4607,Pajero,Jubail,Mitsubishi,Automatic,Saudi,Semi Full,2011,6.0,140000,False,38000
4608,Rio,Al-Ahsa,Kia,Automatic,Other,Standard,2014,1.4,196,False,18000
4609,Elantra,Makkah,Hyundai,Automatic,Saudi,Standard,2012,1.8,222000,False,17500
4611,Yukon,Al-Baha,GMC,Automatic,Saudi,Standard,2013,3.5,157000,False,72000
4612,Sonata,Makkah,Hyundai,Automatic,Gulf Arabic,Semi Full,2017,2.0,130,False,40000
4613,Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,99104,False,26800
4615,Camry,Riyadh,Toyota,Automatic,Saudi,Full,2017,1.4,13400,False,65000
4616,Odyssey,Dammam,Honda,Automatic,Other,Standard,2009,3.5,200000,False,38000
4617,Furniture,Riyadh,Toyota,Automatic,Gulf Arabic,Standard,2015,2.7,243000,False,50000
4619,Durango,Tabouk,Dodge,Automatic,Other,Full,2013,5.7,275000,False,40000
4621,Accord,Dammam,Honda,Automatic,Saudi,Full,2009,2.4,159000,False,36000
4622,Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2018,1.6,28000,False,54000
4623,Datsun,Riyadh,Nissan,Manual,Other,Full,2014,2.0,240000,False,30000
4625,The 7,Jeddah,BMW,Automatic,Saudi,Semi Full,2012,2.0,197000,False,50000
4627,Elantra,Dammam,Hyundai,Automatic,Saudi,Standard,2020,2.0,142000,False,53000
4628,CS75,Jeddah,Changan,Automatic,Saudi,Standard,2021,1.6,8000,False,62000
4629,Taurus,Riyadh,Ford,Automatic,Saudi,Semi Full,2013,3.5,280000,False,46000
4632,Genesis,Riyadh,Hyundai,Automatic,Other,Standard,2017,3.8,128000,False,83000
4633,Taurus,Al-Ahsa,Ford,Automatic,Saudi,Standard,2011,4.5,301515,False,26000
4635,H2,Khobar,HAVAL,Automatic,Saudi,Full,2021,1.5,6000,False,57900
4636,Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2017,1.5,106646,False,22500
4637,Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2012,2.4,217000,False,39500
4638,X-Trail,Riyadh,Nissan,Automatic,Saudi,Semi Full,2017,2.5,119000,False,51000
4640,Camry,Riyadh,Toyota,Automatic,Saudi,Semi Full,2016,2.4,268000,False,58000
4644,Sonata,Riyadh,Hyundai,Automatic,Saudi,Full,2018,2.4,49271,False,81500
4648,Eado,Riyadh,Changan,Automatic,Saudi,Semi Full,2020,1.6,94182,False,44000
4649,Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2016,5.3,129356,False,140000
4654,Expedition,Jeddah,Ford,Automatic,Saudi,Semi Full,2010,5.4,230,False,35000
4655,Doblo,Riyadh,Fiat,Manual,Saudi,Standard,2016,1.4,28400,False,20000
4656,MKX,Dammam,Lincoln,Automatic,Other,Full,2016,3.7,99000,False,99000
4657,Furniture,Riyadh,Toyota,Automatic,Saudi,Full,2020,4.0,18000,False,128000
4660,Corolla,Riyadh,Toyota,Automatic,Other,Full,2015,2.0,80000,False,39000
4661,Mustang,Makkah,Ford,Manual,Other,Full,2015,5.0,111000,False,92999
4662,Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2011,4.0,273392,False,100000
4663,Prado,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2018,4.0,86000,False,127000
4666,C,Jeddah,Mercedes,Automatic,Other,Full,2017,2.0,86000,False,105000
4669,XJ,Dammam,Jaguar,Automatic,Saudi,Full,2014,3.0,112000,False,95000
4670,Kona,Riyadh,Hyundai,Automatic,Saudi,Standard,2020,2.0,10239,False,66500
4671,Cerato,Riyadh,Kia,Automatic,Saudi,Standard,2017,1.6,72000,False,37500
4672,Pajero,Jeddah,Mitsubishi,Automatic,Saudi,Full,2017,3.8,251000,False,65000
4674,Land Cruiser,Riyadh,Toyota,Manual,Saudi,Standard,2003,4.6,300,False,40000
4678,Sunny,Dammam,Nissan,Automatic,Saudi,Full,2020,1.5,1300,False,43000
4679,Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,93000,False,29500
4683,Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Semi Full,2017,4.6,125188,False,171500
4685,Tucson,Al-Medina,Hyundai,Automatic,Saudi,Full,2016,2.4,97000,False,63000
4689,H1,Al-Medina,Hyundai,Automatic,Saudi,Full,2014,2.4,185,False,39000
4690,Taurus,Jeddah,Ford,Automatic,Saudi,Standard,2018,2.0,91000,False,77000
4691,Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2013,5.7,257000,False,150000
4692,Charger,Qassim,Dodge,Automatic,Saudi,Semi Full,2019,3.6,76000,False,102000
4693,Yaris,Riyadh,Toyota,Automatic,Saudi,Full,2015,1.5,204000,False,27500
4694,500,Riyadh,Fiat,Automatic,Saudi,Full,2020,1.4,11500,False,85000
4695,Tahoe,Dammam,Chevrolet,Automatic,Other,Full,2018,5.3,127000,False,155000
4696,A5,Riyadh,Audi,Automatic,Saudi,Full,2016,2.0,108000,False,80000
4698,300,Dammam,Chrysler,Automatic,Saudi,Full,2007,5.7,240000,False,17000
4700,Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Standard,2012,3.5,77556,False,41500
4701,Grand Cherokee,Aseer,Jeep,Automatic,Saudi,Full,2013,5.7,226,False,45000
4704,Armada,Riyadh,Nissan,Automatic,Saudi,Semi Full,2015,5.8,129500,False,40000
4706,Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2020,2.5,44590,False,89500
4707,Avalon,Riyadh,Toyota,Automatic,Saudi,Standard,2015,3.5,249000,False,76000
4708,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.4,97700,False,30000
4709,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2020,1.4,35547,False,41500
4711,Senta fe,Riyadh,Hyundai,Automatic,Saudi,Full,2014,3.3,201421,False,57500
4713,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2019,1.4,115300,False,35000
4715,Corolla,Dammam,Toyota,Manual,Saudi,Standard,2015,1.6,128333,False,33000
4719,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,93315,False,35500
4720,Suburban,Riyadh,Chevrolet,Automatic,Gulf Arabic,Standard,2016,5.2,96000,False,126000
